% 1. Title: Face Biometrics Database
% 
% 2. Sources:
%      (a) Creator: Hugh Pearse
%      (b) Donor: University of Essex
%      (c) Date: October 2013
% 
@RELATION angles

@ATTRIBUTE row1  NUMERIC
@ATTRIBUTE row2  NUMERIC
@ATTRIBUTE row3  NUMERIC
@ATTRIBUTE row4  NUMERIC
@ATTRIBUTE row5  NUMERIC
@ATTRIBUTE row6  NUMERIC
@ATTRIBUTE row7  NUMERIC
@ATTRIBUTE row8  NUMERIC
@ATTRIBUTE row9  NUMERIC
@ATTRIBUTE row10  NUMERIC
@ATTRIBUTE file string

@DATA
32,36,49,40,172,180,172,23,71,27,anonym.5.jpg
28,35,57,44,180,180,180,22,68,26,anonym.6.jpg
32,40,51,44,170,180,170,20,70,27,anonym.7.jpg
32,38,49,40,171,180,171,23,67,27,anonym.8.jpg
32,38,49,40,171,180,171,23,67,27,anonym.9.jpg
41,27,59,31,180,180,180,29,68,26,anpage.10.jpg
41,32,45,30,168,180,168,29,65,27,anpage.11.jpg
38,35,50,32,180,180,180,27,69,27,anpage.12.jpg
37,36,58,29,173,173,180,26,68,22,anpage.13.jpg
38,31,57,31,180,180,180,27,66,27,anpage.14.jpg
45,31,45,23,180,180,180,31,66,27,anpage.15.jpg
41,31,57,31,180,180,180,27,62,24,anpage.16.jpg
38,31,57,32,180,180,180,27,65,27,anpage.17.jpg
41,35,50,28,180,180,180,27,65,27,anpage.18.jpg
44,32,52,31,173,180,173,29,66,24,anpage.19.jpg
41,33,45,31,180,180,180,27,65,27,anpage.1.jpg
41,27,52,30,180,180,180,29,65,27,anpage.20.jpg
41,34,46,30,180,180,180,27,66,24,anpage.2.jpg
45,31,45,31,170,180,170,29,65,23,anpage.3.jpg
42,28,50,33,170,180,170,29,65,23,anpage.4.jpg
38,31,56,35,180,180,180,27,65,27,anpage.5.jpg
45,31,45,31,170,180,170,29,65,23,anpage.6.jpg
41,34,46,30,168,168,180,27,66,24,anpage.7.jpg
41,31,45,29,180,180,180,29,64,26,anpage.8.jpg
45,32,50,32,170,180,170,29,65,23,anpage.9.jpg
41,33,45,31,180,180,180,27,65,27,anpage.jpg
40,25,59,28,170,170,180,34,75,30,asamma.11.jpg
42,26,38,30,170,180,170,36,76,26,asamma.14.jpg
36,30,47,29,180,180,180,30,79,30,asamma.17.jpg
38,31,51,32,173,173,180,30,76,26,asamma.18.jpg
38,27,51,32,180,180,180,30,76,28,asamma.20.jpg
43,40,36,27,171,180,171,25,57,20,asewil.10.jpg
43,41,48,33,180,180,180,22,57,23,asewil.11.jpg
49,34,40,27,169,180,169,26,54,21,asewil.12.jpg
43,35,46,30,175,167,172,24,58,20,asewil.13.jpg
53,39,41,24,167,180,167,26,51,24,asewil.14.jpg
48,35,46,27,170,180,170,26,55,24,asewil.15.jpg
41,38,45,33,172,180,172,23,58,20,asewil.16.jpg
45,40,45,28,168,168,180,24,55,24,asewil.17.jpg
40,39,46,35,172,180,172,23,59,20,asewil.18.jpg
49,34,40,27,180,180,180,26,54,21,asewil.19.jpg
49,32,40,22,180,180,180,27,60,21,asewil.1.jpg
44,38,45,34,180,180,180,23,55,20,asewil.20.jpg
41,39,45,29,180,180,180,24,60,21,asewil.2.jpg
44,33,41,27,180,180,180,26,59,21,asewil.3.jpg
46,33,48,24,180,180,180,27,60,22,asewil.4.jpg
44,33,41,27,180,180,180,26,59,21,asewil.5.jpg
47,37,35,30,169,180,169,25,59,24,asewil.6.jpg
48,35,40,29,180,180,180,25,56,22,asewil.7.jpg
43,37,45,32,180,171,171,23,58,21,asewil.8.jpg
48,35,46,27,172,180,172,26,55,20,asewil.9.jpg
49,32,40,22,180,180,180,27,60,21,asewil.jpg
39,38,53,33,180,180,180,25,71,27,asheal.10.jpg
33,39,61,36,168,168,180,22,70,28,asheal.11.jpg
39,29,63,32,180,180,180,29,69,31,asheal.12.jpg
42,28,57,31,180,180,180,30,66,28,asheal.13.jpg
43,35,52,33,168,168,180,27,69,27,asheal.14.jpg
41,32,58,29,168,180,168,29,69,31,asheal.15.jpg
40,35,51,32,168,180,168,27,69,31,asheal.16.jpg
37,30,58,34,170,180,170,27,73,31,asheal.17.jpg
41,32,59,26,168,180,168,29,69,31,asheal.18.jpg
37,35,58,32,180,180,180,25,70,27,asheal.19.jpg
38,35,57,32,180,180,180,27,70,27,asheal.1.jpg
37,36,55,32,168,168,180,25,69,27,asheal.20.jpg
37,36,54,31,171,180,171,26,70,30,asheal.2.jpg
38,34,55,33,180,180,180,27,73,31,asheal.3.jpg
38,33,58,32,180,180,180,27,71,30,asheal.4.jpg
38,34,56,29,180,180,180,27,73,31,asheal.5.jpg
34,38,119,32,180,180,180,24,70,30,asheal.6.jpg
42,29,55,31,180,180,180,30,66,28,asheal.7.jpg
37,36,55,35,180,180,180,25,70,27,asheal.8.jpg
35,31,116,32,180,180,180,27,70,30,asheal.9.jpg
31,30,111,35,180,180,180,26,80,36,astefa.10.jpg
30,39,51,37,171,171,180,25,83,35,astefa.11.jpg
32,32,56,33,180,180,180,27,79,31,astefa.12.jpg
32,35,59,37,171,171,180,26,82,35,astefa.13.jpg
29,42,54,42,161,171,171,24,84,36,astefa.14.jpg
34,30,65,36,180,180,180,27,79,35,astefa.15.jpg
32,33,113,36,180,180,180,27,79,35,astefa.16.jpg
28,41,60,39,171,180,171,22,80,36,astefa.17.jpg
35,35,54,35,180,180,180,29,81,37,astefa.18.jpg
32,32,60,42,180,180,180,28,80,36,astefa.19.jpg
35,36,50,34,180,180,180,29,83,35,astefa.1.jpg
32,37,54,38,180,180,180,27,79,31,astefa.20.jpg
34,35,46,33,180,180,180,29,83,35,astefa.2.jpg
35,34,45,33,171,171,180,30,84,36,astefa.3.jpg
34,35,46,33,171,171,180,29,83,35,astefa.4.jpg
37,35,46,35,180,180,180,29,79,35,astefa.5.jpg
29,35,55,39,172,172,180,26,84,32,astefa.6.jpg
31,35,57,37,180,180,180,26,82,32,astefa.7.jpg
35,35,45,33,171,171,180,30,84,36,astefa.8.jpg
27,44,114,41,180,180,180,20,80,32,astefa.9.jpg
35,36,50,34,180,180,180,29,83,35,astefa.jpg
44,28,52,27,180,180,180,27,58,22,bplyce.10.jpg
36,33,56,38,180,180,180,23,62,25,bplyce.11.jpg
46,32,49,27,180,180,180,27,60,25,bplyce.12.jpg
45,32,45,30,180,180,180,27,60,25,bplyce.13.jpg
41,27,51,30,180,180,180,26,62,24,bplyce.14.jpg
44,32,44,31,180,180,180,26,59,24,bplyce.15.jpg
45,29,46,35,180,180,180,27,61,21,bplyce.16.jpg
45,32,45,27,180,180,180,27,60,25,bplyce.17.jpg
44,31,45,31,180,180,180,26,59,24,bplyce.18.jpg
46,32,42,30,180,180,180,27,60,25,bplyce.19.jpg
48,29,39,25,180,180,180,31,59,24,bplyce.1.jpg
45,32,45,30,180,180,180,27,60,22,bplyce.20.jpg
42,33,43,34,167,167,180,27,60,25,bplyce.2.jpg
45,36,37,30,180,180,180,27,64,25,bplyce.3.jpg
44,36,37,22,180,180,180,26,59,20,bplyce.4.jpg
40,36,42,33,180,180,180,27,63,24,bplyce.5.jpg
44,32,44,31,180,180,180,26,59,24,bplyce.6.jpg
44,35,38,31,167,167,180,26,63,24,bplyce.7.jpg
46,32,42,30,167,167,180,27,60,25,bplyce.8.jpg
40,33,45,30,172,172,180,26,63,24,bplyce.9.jpg
42,26,45,32,170,170,180,32,68,26,cchris.10.jpg
45,31,33,28,168,168,180,33,65,23,cchris.11.jpg
39,29,50,36,180,180,180,29,67,23,cchris.12.jpg
42,26,45,33,172,172,180,32,67,23,cchris.13.jpg
38,33,39,30,180,180,180,29,69,23,cchris.14.jpg
41,33,45,36,168,168,180,29,65,23,cchris.15.jpg
41,29,46,35,168,168,180,29,65,23,cchris.16.jpg
38,29,52,35,168,168,180,29,69,27,cchris.17.jpg
42,27,50,32,167,167,180,32,66,26,cchris.18.jpg
39,31,51,36,180,180,180,28,67,23,cchris.19.jpg
41,26,45,32,170,170,180,33,65,23,cchris.1.jpg
42,31,38,31,180,180,180,32,66,26,cchris.20.jpg
42,25,45,36,168,168,180,33,69,27,cchris.2.jpg
42,26,47,32,171,171,180,33,66,27,cchris.3.jpg
38,36,49,36,172,180,172,25,67,23,cchris.4.jpg
42,27,46,32,168,168,180,33,69,27,cchris.5.jpg
42,32,45,37,172,180,172,29,63,23,cchris.6.jpg
39,32,45,36,180,180,180,29,67,23,cchris.7.jpg
45,31,41,34,180,180,180,32,63,23,cchris.8.jpg
42,28,46,33,180,180,180,32,67,23,cchris.9.jpg
41,35,49,28,169,180,169,28,65,24,ccjame.10.jpg
37,37,54,35,180,180,180,23,60,25,ccjame.11.jpg
40,33,57,36,167,167,180,25,63,25,ccjame.12.jpg
34,40,51,34,180,180,180,24,64,25,ccjame.13.jpg
36,40,50,31,180,180,180,24,65,25,ccjame.14.jpg
41,32,55,31,171,171,180,26,64,25,ccjame.15.jpg
38,33,56,29,167,180,167,26,64,25,ccjame.16.jpg
39,38,56,36,179,167,168,24,63,25,ccjame.17.jpg
39,37,50,34,179,167,168,24,63,25,ccjame.18.jpg
41,30,50,32,178,167,169,27,64,25,ccjame.19.jpg
43,31,46,27,180,172,172,29,67,24,ccjame.1.jpg
38,36,52,35,179,171,172,23,65,25,ccjame.20.jpg
45,34,45,27,170,170,180,29,63,25,ccjame.2.jpg
38,33,55,33,180,180,180,26,64,26,ccjame.3.jpg
41,29,52,31,169,180,169,28,63,24,ccjame.4.jpg
44,29,53,27,170,170,180,28,62,24,ccjame.5.jpg
40,34,45,27,177,172,169,28,66,24,ccjame.6.jpg
37,37,49,34,167,180,167,25,63,24,ccjame.7.jpg
40,34,45,27,180,180,180,28,66,25,ccjame.8.jpg
46,30,51,27,167,180,167,29,60,25,ccjame.9.jpg
41,36,50,40,169,169,180,27,67,23,cferdo.10.jpg
44,40,45,33,180,180,180,27,63,23,cferdo.11.jpg
45,32,51,33,180,180,180,31,67,23,cferdo.12.jpg
45,34,38,34,180,180,180,30,70,28,cferdo.13.jpg
38,37,38,39,168,168,180,27,69,27,cferdo.14.jpg
45,33,50,33,180,180,180,31,67,27,cferdo.15.jpg
42,43,36,32,180,180,180,30,68,28,cferdo.16.jpg
42,38,39,36,169,169,180,29,67,23,cferdo.17.jpg
39,37,45,38,180,180,180,28,70,24,cferdo.18.jpg
41,36,45,36,170,180,170,29,69,27,cferdo.19.jpg
45,36,45,33,180,180,180,31,65,27,cferdo.1.jpg
42,34,45,36,169,169,180,30,68,24,cferdo.20.jpg
42,34,38,33,170,170,180,30,74,28,cferdo.2.jpg
41,39,45,41,180,180,180,27,65,23,cferdo.3.jpg
44,35,46,30,180,180,180,31,71,27,cferdo.4.jpg
46,32,49,36,170,180,170,32,66,24,cferdo.5.jpg
42,38,50,36,168,168,180,28,66,24,cferdo.6.jpg
42,41,40,35,180,180,180,28,70,24,cferdo.7.jpg
41,41,52,38,180,180,180,25,67,27,cferdo.8.jpg
50,35,44,32,168,168,180,32,66,24,cferdo.9.jpg
32,40,112,42,168,180,168,19,61,23,cgboyc.10.jpg
28,44,58,40,160,170,170,19,69,23,cgboyc.11.jpg
34,41,54,35,170,180,170,22,66,24,cgboyc.12.jpg
33,43,55,37,168,180,168,21,65,27,cgboyc.13.jpg
37,40,58,38,180,180,180,23,65,23,cgboyc.14.jpg
34,41,61,36,169,180,169,22,66,27,cgboyc.15.jpg
38,35,59,36,180,180,180,24,66,24,cgboyc.16.jpg
33,35,60,35,160,170,170,23,69,23,cgboyc.17.jpg
28,44,58,40,170,180,170,19,69,27,cgboyc.18.jpg
28,44,58,41,158,170,168,19,69,27,cgboyc.19.jpg
37,38,56,41,180,180,180,23,65,23,cgboyc.1.jpg
28,43,55,39,160,170,170,19,69,23,cgboyc.20.jpg
37,38,56,41,180,180,180,23,65,27,cgboyc.2.jpg
30,40,55,41,160,170,170,20,70,24,cgboyc.3.jpg
34,38,55,35,170,180,170,22,69,27,cgboyc.4.jpg
33,41,56,41,170,180,170,21,65,23,cgboyc.5.jpg
30,41,54,41,160,170,170,20,70,24,cgboyc.6.jpg
37,38,57,37,180,180,180,23,65,23,cgboyc.7.jpg
37,38,56,41,180,180,180,23,65,23,cgboyc.8.jpg
28,43,55,43,160,170,170,19,69,23,cgboyc.9.jpg
38,31,58,31,178,169,171,31,71,27,cjcarr.10.jpg
39,30,56,36,169,180,169,31,73,33,cjcarr.11.jpg
36,36,45,35,178,169,171,28,76,32,cjcarr.12.jpg
42,32,54,33,169,169,180,30,72,28,cjcarr.13.jpg
36,36,45,35,180,171,171,28,76,28,cjcarr.14.jpg
39,37,40,31,171,171,180,30,76,28,cjcarr.15.jpg
39,34,44,31,180,180,180,30,76,28,cjcarr.16.jpg
38,34,41,33,171,171,180,31,75,27,cjcarr.17.jpg
39,33,45,33,180,170,170,31,77,31,cjcarr.18.jpg
35,37,45,35,171,180,171,27,75,31,cjcarr.19.jpg
35,36,58,34,169,169,180,27,75,31,cjcarr.1.jpg
35,30,60,35,169,169,180,29,75,31,cjcarr.20.jpg
36,29,60,33,171,171,180,32,76,28,cjcarr.2.jpg
39,33,117,34,169,169,180,31,73,33,cjcarr.3.jpg
39,30,65,38,169,169,180,32,76,32,cjcarr.4.jpg
38,30,58,34,169,169,180,31,75,31,cjcarr.5.jpg
39,32,54,30,171,171,180,32,76,28,cjcarr.6.jpg
39,33,58,31,171,171,180,32,76,28,cjcarr.7.jpg
38,32,62,32,169,169,180,31,71,27,cjcarr.8.jpg
36,34,113,34,171,171,180,28,76,28,cjcarr.9.jpg
30,34,56,40,172,180,172,27,87,33,cjdenn.1.jpg
31,30,64,41,180,180,180,30,84,32,cjdenn.5.jpg
34,33,115,39,180,180,180,25,73,31,cjsake.10.jpg
34,36,55,35,170,170,180,25,70,27,cjsake.11.jpg
34,32,60,38,180,180,180,25,73,31,cjsake.12.jpg
35,40,55,38,170,170,180,24,70,27,cjsake.13.jpg
38,35,56,31,170,170,180,26,70,28,cjsake.14.jpg
30,35,106,40,170,170,180,22,70,27,cjsake.15.jpg
39,33,50,33,180,180,180,27,70,31,cjsake.16.jpg
34,35,55,38,170,170,180,25,73,27,cjsake.17.jpg
36,37,51,35,180,180,180,25,73,31,cjsake.18.jpg
37,36,55,35,180,180,180,25,70,30,cjsake.19.jpg
40,38,50,35,168,180,168,27,68,30,cjsake.1.jpg
31,28,106,43,169,169,180,24,70,30,cjsake.20.jpg
37,32,55,34,180,180,180,27,73,28,cjsake.2.jpg
37,35,51,34,170,180,170,27,73,27,cjsake.3.jpg
37,33,57,34,168,180,168,27,72,30,cjsake.4.jpg
37,32,58,34,180,180,180,27,71,27,cjsake.5.jpg
35,30,113,39,180,180,180,26,70,27,cjsake.6.jpg
38,33,56,32,180,180,180,28,70,26,cjsake.7.jpg
31,33,61,33,180,180,180,25,72,30,cjsake.8.jpg
37,30,113,35,168,180,168,27,68,30,cjsake.9.jpg
48,36,45,27,173,180,173,29,66,24,cmkirk.10.jpg
41,36,52,29,170,180,170,28,72,30,cmkirk.11.jpg
40,43,44,28,180,180,180,26,70,24,cmkirk.12.jpg
44,33,58,30,180,180,180,29,66,24,cmkirk.13.jpg
44,38,47,25,180,180,180,29,69,27,cmkirk.14.jpg
44,33,58,30,173,180,173,29,66,24,cmkirk.15.jpg
41,33,58,29,170,180,170,28,68,22,cmkirk.16.jpg
41,32,52,28,156,168,168,29,65,27,cmkirk.17.jpg
40,25,60,31,171,180,171,31,70,27,cmkirk.18.jpg
40,36,45,30,170,180,170,27,69,23,cmkirk.19.jpg
41,28,57,32,180,180,180,29,69,23,cmkirk.1.jpg
44,35,46,28,180,180,180,28,68,22,cmkirk.20.jpg
44,35,51,25,168,180,168,29,69,31,cmkirk.2.jpg
44,31,56,29,180,180,180,29,69,27,cmkirk.3.jpg
41,32,50,27,180,180,180,28,72,26,cmkirk.4.jpg
48,33,52,25,170,180,170,29,69,27,cmkirk.5.jpg
49,34,45,24,167,167,180,29,67,28,cmkirk.6.jpg
41,27,60,27,180,180,180,28,68,30,cmkirk.7.jpg
48,28,51,28,178,168,170,31,69,27,cmkirk.8.jpg
41,32,56,29,168,180,168,29,69,31,cmkirk.9.jpg
33,37,55,34,171,180,171,22,64,23,csanch.10.jpg
30,41,53,37,171,180,171,19,60,20,csanch.11.jpg
36,42,47,34,169,180,169,21,59,23,csanch.12.jpg
30,41,117,41,180,180,180,18,59,23,csanch.13.jpg
33,36,118,37,169,180,169,21,63,23,csanch.14.jpg
35,38,57,40,167,180,167,21,59,23,csanch.15.jpg
37,36,61,36,171,180,171,22,60,23,csanch.16.jpg
38,31,61,34,171,180,171,23,61,24,csanch.17.jpg
33,38,60,35,170,180,170,22,61,23,csanch.18.jpg
34,34,60,34,171,180,171,22,60,23,csanch.19.jpg
29,37,116,42,171,180,171,19,61,24,csanch.1.jpg
34,36,61,35,171,180,171,22,63,23,csanch.20.jpg
33,33,62,31,171,180,171,22,64,23,csanch.2.jpg
34,36,55,31,171,180,171,22,63,23,csanch.3.jpg
37,38,55,35,170,180,170,22,57,23,csanch.4.jpg
29,37,64,38,170,180,170,19,61,23,csanch.5.jpg
33,33,62,34,171,180,171,22,61,20,csanch.6.jpg
29,41,58,35,170,180,170,19,61,23,csanch.7.jpg
35,31,110,39,171,180,171,23,61,24,csanch.8.jpg
37,38,58,33,171,180,171,22,60,20,csanch.9.jpg
45,35,51,27,180,180,180,25,58,22,cshubb.10.jpg
41,32,49,32,180,180,180,27,62,25,cshubb.11.jpg
41,35,51,34,171,171,180,27,61,25,cshubb.12.jpg
44,34,44,29,168,168,180,27,62,21,cshubb.13.jpg
39,31,50,32,172,172,180,27,64,22,cshubb.14.jpg
39,31,50,29,169,169,180,29,64,25,cshubb.15.jpg
37,34,55,33,180,180,180,23,64,25,cshubb.16.jpg
41,33,51,33,180,180,180,27,64,25,cshubb.17.jpg
42,34,49,33,170,170,180,27,63,25,cshubb.18.jpg
39,34,49,33,180,180,180,27,67,25,cshubb.19.jpg
39,33,51,32,180,180,180,28,66,22,cshubb.1.jpg
41,31,56,33,167,167,180,27,61,25,cshubb.20.jpg
39,36,43,31,170,180,170,27,65,25,cshubb.2.jpg
40,39,48,33,168,168,180,23,62,21,cshubb.3.jpg
41,31,50,33,180,180,180,27,61,25,cshubb.4.jpg
41,34,51,29,180,180,180,27,65,25,cshubb.5.jpg
42,31,56,29,167,167,180,28,62,26,cshubb.6.jpg
41,33,51,29,180,180,180,27,64,25,cshubb.7.jpg
35,39,53,32,180,180,180,24,64,25,cshubb.8.jpg
41,31,58,29,171,171,180,27,61,25,cshubb.9.jpg
35,35,61,39,180,180,180,22,64,22,cwang.10.jpg
38,38,53,39,180,180,180,23,66,26,cwang.11.jpg
39,35,56,41,180,180,180,23,64,25,cwang.12.jpg
33,38,49,39,180,180,180,21,69,25,cwang.13.jpg
38,33,45,34,180,180,180,25,67,28,cwang.14.jpg
36,40,51,37,180,180,180,20,66,20,cwang.15.jpg
36,40,45,35,180,180,180,21,68,25,cwang.16.jpg
37,37,49,34,180,180,180,22,66,22,cwang.17.jpg
41,39,39,31,180,180,180,25,65,21,cwang.18.jpg
35,38,53,39,180,180,180,22,67,22,cwang.19.jpg
34,35,55,42,180,180,180,22,66,26,cwang.1.jpg
33,39,49,39,180,180,180,21,65,25,cwang.20.jpg
37,38,54,40,180,180,180,22,65,25,cwang.2.jpg
33,38,49,39,180,180,180,21,69,25,cwang.3.jpg
33,39,48,39,180,180,180,21,69,25,cwang.4.jpg
33,39,49,39,180,180,180,21,65,21,cwang.5.jpg
34,39,55,39,180,180,180,22,66,22,cwang.6.jpg
39,43,50,38,180,180,180,21,62,21,cwang.7.jpg
36,43,50,38,180,180,180,21,65,21,cwang.8.jpg
41,36,54,31,180,180,180,22,65,25,cwang.9.jpg
37,37,49,31,171,180,171,28,76,28,cwchoi.10.jpg
34,34,46,31,171,171,180,28,84,36,cwchoi.11.jpg
37,33,54,34,171,180,171,28,80,32,cwchoi.12.jpg
41,29,51,30,171,180,171,33,77,33,cwchoi.13.jpg
37,35,45,32,171,180,171,28,80,32,cwchoi.14.jpg
37,35,46,32,180,180,180,28,76,33,cwchoi.15.jpg
36,33,56,35,171,180,171,27,79,31,cwchoi.16.jpg
37,39,49,32,180,180,180,26,76,32,cwchoi.17.jpg
37,35,51,31,171,180,171,28,80,32,cwchoi.18.jpg
34,39,49,31,180,180,180,26,80,32,cwchoi.19.jpg
36,35,53,31,171,180,171,27,79,31,cwchoi.20.jpg
34,33,57,33,171,180,171,27,79,31,cwchoi.5.jpg
37,34,51,34,170,180,170,28,78,32,cwchoi.7.jpg
36,36,52,31,180,180,180,27,79,32,cwchoi.8.jpg
36,35,53,31,171,180,171,27,79,31,cwchoi.9.jpg
42,38,45,32,180,180,180,31,81,33,dagran.10.jpg
37,41,45,32,180,180,180,30,82,32,dagran.11.jpg
38,37,46,32,180,180,180,31,85,33,dagran.12.jpg
40,43,37,28,180,180,180,30,82,32,dagran.13.jpg
42,34,50,28,180,180,180,31,81,33,dagran.14.jpg
32,37,54,31,180,180,180,27,79,31,dagran.15.jpg
44,35,42,29,171,171,180,33,79,32,dagran.16.jpg
38,36,49,32,180,180,180,30,80,36,dagran.17.jpg
44,39,38,26,180,180,180,33,79,35,dagran.18.jpg
44,31,52,30,171,180,171,35,79,35,dagran.19.jpg
36,32,64,36,180,180,180,28,82,33,dagran.1.jpg
37,40,45,31,180,171,171,28,80,32,dagran.20.jpg
36,45,41,31,171,171,180,28,82,32,dagran.2.jpg
44,38,41,32,159,169,171,30,72,28,dagran.3.jpg
40,37,37,33,180,180,180,31,75,32,dagran.4.jpg
34,42,51,36,161,171,171,26,80,32,dagran.5.jpg
41,29,56,32,161,169,172,33,81,34,dagran.6.jpg
37,35,52,32,180,180,180,30,82,32,dagran.7.jpg
44,32,50,28,171,180,171,33,81,37,dagran.8.jpg
42,39,50,31,180,180,180,32,82,29,dagran.9.jpg
36,32,54,37,180,180,180,27,67,23,dakram.10.jpg
32,36,54,34,171,180,171,25,68,26,dakram.11.jpg
35,32,59,32,180,180,180,26,70,26,dakram.12.jpg
38,36,49,32,180,180,180,27,69,23,dakram.13.jpg
32,35,53,34,170,180,170,25,73,27,dakram.14.jpg
39,29,56,32,180,180,180,30,66,30,dakram.15.jpg
38,37,47,30,180,180,180,26,67,26,dakram.16.jpg
30,45,51,35,171,180,171,21,71,27,dakram.17.jpg
33,39,54,32,170,180,170,23,69,27,dakram.18.jpg
38,36,48,32,180,180,180,27,65,27,dakram.19.jpg
35,34,54,34,180,180,180,27,71,23,dakram.1.jpg
34,35,60,35,171,180,171,24,72,28,dakram.20.jpg
39,36,47,31,180,180,180,28,70,24,dakram.2.jpg
37,41,50,33,180,180,180,26,68,26,dakram.3.jpg
34,39,54,35,180,180,180,24,72,28,dakram.4.jpg
36,33,53,34,180,180,180,28,70,24,dakram.5.jpg
31,37,60,34,159,171,169,23,71,27,dakram.6.jpg
34,39,54,37,170,180,170,25,69,27,dakram.7.jpg
36,32,60,34,180,180,180,27,67,27,dakram.8.jpg
35,33,53,30,170,180,170,25,69,25,dakram.9.jpg
45,29,52,30,180,180,180,34,67,26,dcbowe.10.jpg
45,33,40,27,180,180,180,33,68,30,dcbowe.11.jpg
42,28,57,32,180,180,180,31,69,27,dcbowe.12.jpg
45,27,55,30,180,180,180,34,69,27,dcbowe.13.jpg
45,32,50,33,180,180,180,31,65,23,dcbowe.14.jpg
39,29,54,31,180,180,180,31,69,27,dcbowe.15.jpg
42,27,55,35,180,180,180,33,70,27,dcbowe.16.jpg
38,29,57,38,180,180,180,29,68,26,dcbowe.17.jpg
42,30,45,34,180,180,180,33,68,26,dcbowe.18.jpg
39,29,54,33,170,170,180,29,69,27,dcbowe.19.jpg
42,29,45,34,170,170,180,33,70,27,dcbowe.1.jpg
38,32,45,35,180,180,180,30,72,30,dcbowe.20.jpg
45,32,40,31,170,170,180,33,73,27,dcbowe.2.jpg
43,33,38,30,170,170,180,32,70,26,dcbowe.3.jpg
42,29,47,33,180,180,180,33,66,26,dcbowe.4.jpg
42,29,43,34,168,168,180,32,70,29,dcbowe.5.jpg
43,29,43,30,170,170,180,32,70,26,dcbowe.6.jpg
39,32,45,34,180,180,180,30,67,26,dcbowe.7.jpg
41,35,41,32,180,180,180,30,67,26,dcbowe.8.jpg
41,36,40,33,173,173,180,29,68,22,dcbowe.9.jpg
38,36,60,37,180,180,180,26,70,29,dioann.10.jpg
39,33,47,28,180,180,180,30,74,30,dioann.11.jpg
35,38,55,36,174,174,180,27,75,26,dioann.12.jpg
33,40,58,41,168,168,180,22,72,30,dioann.13.jpg
28,41,58,35,170,180,170,21,79,30,dioann.14.jpg
31,34,60,38,165,173,172,23,75,30,dioann.15.jpg
28,39,57,41,170,180,170,22,73,27,dioann.16.jpg
34,36,54,38,180,180,180,24,77,30,dioann.17.jpg
35,30,56,34,161,170,171,26,74,26,dioann.18.jpg
38,33,50,36,180,180,180,27,76,27,dioann.19.jpg
35,32,55,34,180,180,180,27,73,31,dioann.1.jpg
33,38,55,36,180,180,180,23,73,31,dioann.20.jpg
38,35,54,36,180,180,180,27,71,26,dioann.2.jpg
35,32,60,36,180,180,180,27,73,27,dioann.3.jpg
37,36,55,33,180,180,180,26,72,26,dioann.4.jpg
38,35,54,33,180,180,180,27,73,27,dioann.5.jpg
38,35,54,32,180,180,180,27,71,26,dioann.6.jpg
38,36,55,34,180,170,170,28,72,26,dioann.7.jpg
39,36,54,34,167,167,180,28,70,26,dioann.8.jpg
35,34,54,34,180,180,180,26,74,26,dioann.9.jpg
39,32,59,32,178,169,171,27,71,27,djbirc.10.jpg
45,34,46,23,180,180,180,31,73,29,djbirc.14.jpg
39,33,51,30,178,169,171,28,74,28,djbirc.17.jpg
40,39,49,28,180,180,180,26,72,28,djbirc.18.jpg
35,37,58,36,169,169,180,23,71,25,djbirc.1.jpg
39,38,46,27,169,169,180,26,74,28,djbirc.20.jpg
40,42,52,29,180,180,180,24,70,24,djbirc.2.jpg
40,47,45,29,180,180,180,24,70,24,djbirc.3.jpg
45,38,45,26,166,166,180,27,69,29,djbirc.4.jpg
36,38,58,32,171,180,171,24,70,24,djbirc.5.jpg
41,37,45,30,169,169,180,29,73,29,djbirc.6.jpg
36,39,46,30,169,169,180,26,74,28,djbirc.7.jpg
43,35,46,24,171,180,171,30,74,28,djbirc.8.jpg
36,34,54,33,180,180,180,29,80,31,djhugh.10.jpg
33,36,47,33,180,180,180,27,80,35,djhugh.11.jpg
38,32,48,32,180,180,180,31,77,31,djhugh.12.jpg
40,31,50,30,171,171,180,33,76,34,djhugh.13.jpg
38,30,45,31,170,180,170,31,80,35,djhugh.14.jpg
36,32,48,34,170,180,170,31,80,35,djhugh.15.jpg
36,28,50,29,173,180,173,31,80,30,djhugh.16.jpg
36,28,57,34,180,180,180,31,76,30,djhugh.17.jpg
38,31,45,31,180,180,180,31,77,31,djhugh.18.jpg
35,39,44,34,180,180,180,27,77,31,djhugh.19.jpg
35,34,49,34,174,180,174,27,80,30,djhugh.1.jpg
36,27,50,33,180,180,180,31,81,35,djhugh.20.jpg
33,32,59,37,180,180,180,28,82,36,djhugh.2.jpg
35,34,55,35,180,180,180,27,80,34,djhugh.3.jpg
33,32,59,37,170,180,170,28,78,32,djhugh.4.jpg
33,32,58,38,180,180,180,27,80,31,djhugh.5.jpg
34,30,54,34,170,170,180,29,80,31,djhugh.6.jpg
38,27,57,32,180,180,180,31,81,31,djhugh.7.jpg
35,34,55,35,180,180,180,27,80,30,djhugh.8.jpg
39,34,45,28,170,180,170,30,78,34,djhugh.9.jpg
42,40,48,28,168,168,180,25,66,24,djmart.10.jpg
39,34,55,35,175,167,172,25,66,26,djmart.11.jpg
